Area,Year,agricultural_water_withdrawal,agricultural_water_withdrawal_as_percent_of_total_water_withdrawal,agricultural_water_withdrawal_per_capita,environmental_flow_requirements,industrial_water_withdrawal,industrial_water_withdrawal_as_percent_of_total_water_withdrawal,industrial_water_withdrawal_per_capita,irrigation_water_requirement,irrigation_water_withdrawal,municipal_water_withdrawal,municipal_water_withdrawal_as_percent_of_total_withdrawal,municipal_water_withdrawal_per_capita,total_water_withdrawal,total_water_withdrawal_per_capita,water_withdrawal_for_aquaculture,water_withdrawal_for_livestock_watering_cleaning
Northern Africa,2004,109.2074606,85.51967741,556.9636146,65.0337,4.86164659,3.807124952,24.79464538,64.844,29.652,13.62952768,10.67319764,69.51128577,127.6986348,651.2695457,,
Northern Africa,2005,110.0266345,85.56680717,550.4801045,65.0337,4.608751988,3.58418845,23.05829208,64.844,29.652,13.95026272,10.84900438,69.79530105,128.5856492,643.3336976,,
Northern Africa,2006,110.8724265,85.66422866,544.1769975,65.0337,4.355819561,3.365470881,21.37895674,64.844,29.652,14.19850328,10.97030046,69.68819142,129.4267494,635.2441457,,
Northern Africa,2007,111.7182185,85.76039212,537.8360685,65.0337,4.102887134,3.149577698,19.75220081,64.844,29.652,14.44674383,11.09003019,69.54980135,130.2678495,627.1380707,,
Northern Africa,2008,112.5640105,85.85532174,531.2403879,65.0337,3.849954707,2.936454544,18.16967451,64.844,29.652,14.69498438,11.20822372,69.35226604,131.1089496,618.7623284,,
Northern Africa,2009,113.4098025,85.94904113,524.4436046,65.0337,3.597022281,2.726048448,16.63379434,64.844,29.652,14.94322493,11.32491043,69.1023049,131.9500497,610.1797038,,
Northern Africa,2010,114.2555944,86.04157328,517.7310859,65.0337,3.344089854,2.518307778,15.15321223,64.844,29.652,15.19146549,11.44011895,68.8377139,132.7911498,601.722012,,
Northern Africa,2011,108.4381364,85.47833515,481.9638461,65.0337,2.560407427,2.018287766,11.37997988,64.844,29.652,15.86183104,12.50337708,70.49945108,126.8603749,563.8432771,,
Northern Africa,2012,109.11698,85.70406835,498.8989537,31.1037,2.3284,1.828802014,10.6457888,56.829,3.502,15.87294,12.46712963,72.57342677,127.31832,582.1181692,,
Northern Africa,2013,110.1912933,85.78738017,493.6342794,31.1037,2.212133333,1.722215227,9.909901325,56.829,3.502,16.04354667,12.4904046,71.87178186,128.4469733,575.4159626,,
Northern Africa,2014,110.9156067,85.73145462,486.6087602,31.1037,2.095866667,1.619985712,9.194982661,56.829,3.502,16.36415333,12.64855967,71.79278556,129.3756267,567.5965284,,
Northern Africa,2015,111.38992,85.5501217,478.7480354,31.1037,1.9796,1.520380129,8.508216999,56.829,3.502,16.83476,12.92949817,72.35491574,130.20428,559.6111681,,
Northern Africa,2016,111.4449,85.27384525,469.3620188,31.1037,2.027,1.550991426,8.53692553,56.829,6.4809,17.2187,13.17516333,72.51838166,130.6906,550.4173259,,
Northern Africa,2017,110.628,82.0840815,456.2954725,31.1037,6.248,4.635909003,25.77045696,56.829,6.193,17.898,13.2800095,73.8219652,134.774,555.8878946,,
Northern Africa,2018,111.1099333,82.1434037,449.1144126,31.1037,6.211213333,4.591940513,25.10617497,56.829,6.4346,17.94222,13.26465579,72.52375511,135.2633667,546.7443426,,
Northern Africa,2019,111.3506667,82.16576897,441.9179983,31.1037,6.240466667,4.604846632,24.76657411,56.829,6.4346,17.9284,13.2293844,71.15253889,135.5195333,537.8371113,,
Northern Africa,2020,111.368,82.17378921,434.5229345,31.1037,6.2419,4.605636941,24.35393206,56.829,6.4346,17.9175,13.22057385,69.90845377,135.5274,528.7853204,,
Northern Africa,2021,111.108,82.36054569,426.5478895,31.1037,6.2349,4.621717305,23.93602113,56.829,6.4346,17.5615,13.01773701,67.41927459,134.9044,517.9031852,,
Northern Africa,2022,111.367,82.34499913,420.6974566,31.1037,6.2099,4.591613405,23.45837758,56.829,6.4346,17.6675,13.06338747,66.74034781,135.2444,510.896182,,
Northern Africa and Western Asia,2000,243.3390492,83.65409005,660.3645664,215.969,18.75432308,6.447283477,50.89479254,18.563,26.2942,28.79083846,9.897595148,78.13151903,290.8872108,789.3990193,,
Northern Africa and Western Asia,2001,242.5734679,83.65293915,644.6686773,215.969,19.2734865,6.646579311,51.22164907,21.074,29.7905,28.1556708,9.709654716,74.82714088,289.9760252,770.6467745,,
Northern Africa and Western Asia,2002,242.8243127,83.04084769,632.0919994,215.969,19.77952492,6.764184764,51.48775801,66.184,29.8116,29.81166565,10.19496754,77.60225958,292.4155032,761.182017,,
Northern Africa and Western Asia,2003,243.2461738,82.82091358,620.3922575,215.969,20.20659667,6.879979941,51.53633427,68.6211,29.8317,30.25791882,10.30227296,77.17193768,293.7013893,749.07681,,
Northern Africa and Western Asia,2004,245.7978077,83.85459594,614.2759306,215.969,16.55588521,5.648085626,41.37498983,105.3542,29.8547,30.7701424,10.49731844,76.89799203,293.1238353,732.5489125,,
Northern Africa and Western Asia,2005,247.5554415,84.08425369,605.9417598,215.969,15.97553207,5.426221631,39.10332958,105.3542,30.6833,30.88258264,10.48952468,75.59133564,294.4135562,720.636425,,0.188
Northern Africa and Western Asia,2006,249.1918235,84.18491553,597.1227881,215.969,15.43624834,5.214855142,36.98891687,118.2534,30.63187182,31.3772421,10.60022933,75.18732365,296.005314,709.2990286,,0.188
Northern Africa and Western Asia,2007,249.3286722,84.43602721,584.4371662,215.969,14.66615126,4.96674344,34.37809141,119.3145,30.58234364,31.29224823,10.59722935,73.35038011,295.2870717,692.1656377,,0.188
Northern Africa and Western Asia,2008,248.6489542,84.03863647,569.8399181,215.969,13.92441133,4.706187266,31.9111956,119.3145,30.51101546,31.15220436,10.52885497,71.39289863,295.8745699,678.0689717,,0.188
Northern Africa and Western Asia,2009,250.1491129,84.83283688,560.706935,215.969,13.13781644,4.455415516,29.44829467,119.3145,30.50168727,31.5860492,10.7117476,70.79983867,294.8729785,660.9550683,,0.188
Northern Africa and Western Asia,2010,250.1228716,84.84971761,548.7237431,215.969,12.60462154,4.275892771,27.65222976,134.3345,30.47235909,32.05589404,10.87438962,70.32475702,294.7833871,646.7007298,,0.188
Northern Africa and Western Asia,2011,245.7479498,84.65372205,527.6729219,215.969,11.52734958,3.970869536,24.75166218,134.3345,31.58803091,33.02256803,11.37540841,70.90645101,290.2978674,623.3310351,0.4997,0.1951
Northern Africa and Western Asia,2012,246.5844246,84.73284859,529.9728897,182.039,11.08768741,3.810018981,23.83027129,126.3195,5.759702727,33.34155567,11.45702934,71.65951634,291.0139677,625.4633221,0.6118,0.1951
Northern Africa and Western Asia,2013,249.7369236,84.82486063,525.0992647,182.039,10.7307888,3.644786085,22.56266004,126.3195,7.316974545,33.94706382,11.53035328,71.37742387,294.4147762,619.0393487,0.8011,0.1951
Northern Africa and Western Asia,2014,249.8153625,84.65404541,513.5409597,182.039,10.61828309,3.598179911,21.82781409,126.3195,43.61354636,34.66785995,11.74777468,71.26609785,295.1015056,606.6348717,8.5159,0.1961
Northern Africa and Western Asia,2015,252.0026469,84.73911866,506.4660839,182.039,9.569039074,3.217711986,19.23151921,126.3195,60.12551818,35.80281906,12.03915661,71.95525041,297.3864384,597.6768367,8.4271,0.3516
Northern Africa and Western Asia,2016,257.0191568,84.70780196,505.9185884,182.039,9.196675837,3.031019965,18.10281115,126.3195,68.06829588,37.20108472,12.26065075,73.22691624,303.4185173,597.2514652,8.42526,0.352798039
Northern Africa and Western Asia,2017,257.0205852,82.73197176,496.6468266,182.039,16.01063044,5.153637887,30.93771183,126.3195,67.04950289,38.08259619,12.25834993,73.58788218,310.6665776,600.3082194,8.36708,0.387002352
Northern Africa and Western Asia,2018,254.2326395,83.09180497,482.9125185,182.039,17.07056993,5.579238251,32.42538775,126.3195,68.91054821,38.48602891,12.57853285,73.10385159,305.9659609,581.1794781,8.29259,0.387598972
Northern Africa and Western Asia,2019,271.2776123,81.43130564,506.7451946,182.039,17.40179711,5.223619625,32.50646815,126.3195,71.9775358,44.44958371,13.34274365,83.03159543,333.1367588,622.2977645,8.47046,0.390053796
Northern Africa and Western Asia,2020,259.0673927,80.63028499,476.2713623,182.039,15.87565429,4.941025255,29.1859173,126.3195,67.37729572,46.27663374,14.40280897,85.07529707,321.3028364,590.6854507,8.61011,0.389430967
Northern Africa and Western Asia,2021,258.0812767,83.06901981,467.1771807,182.039,16.55107429,5.327319889,29.96065551,126.3195,67.61222,44.13230817,14.20493431,79.88803981,310.6829445,562.3964045,8.72495,0.38865
Northern Africa and Western Asia,2022,260.6108308,81.05511858,463.3834433,182.039,16.67577429,5.186495352,29.65063918,126.3195,68.58419366,43.96780686,13.67485683,78.17769381,321.5229777,571.689304,10.09956,0.388821164
Northern America,2000,199.956,33.33475963,639.8592287,3422,330.37,55.07613945,1057.184047,,192.2316366,69.51633333,11.58910091,222.4522766,599.8423333,1919.495553,,
Northern America,2001,198.874,33.11357803,630.1102795,3422,331.8514286,55.25502668,1051.434559,,189.5930458,69.856,11.63139529,221.331012,600.5814286,1902.87585,,
Northern America,2002,197.792,32.89294015,620.5338579,3422,333.3328571,55.43347415,1045.766885,,186.9544549,70.19566667,11.6735857,220.2252257,601.3205238,1886.525969,,
Northern America,2003,196.71,32.67284398,611.1474735,3422,334.8142857,55.6114835,1040.216078,,184.3158641,70.53533333,11.71567252,219.1423454,602.059619,1870.505897,,
Northern America,2004,195.628,32.45328753,601.8497932,3422,336.2957143,55.78905633,1034.614197,,181.6772732,70.875,11.75765613,218.0470285,602.7987143,1854.511018,,
Northern America,2005,194.546,32.23380952,592.6174366,3422,337.7782429,55.96557904,1028.925172,,179.0386824,71.22216667,11.80061144,216.9538199,603.5464095,1838.496428,,
Northern America,2006,191.024,32.47117032,576.0412038,3422,326.6597714,55.52718546,985.0567885,,175.3600915,70.60423333,12.00164422,212.9101451,588.2880048,1774.008137,,
Northern America,2007,187.502,32.72122892,559.6034984,3422,315.5411,55.06550633,941.7387731,,171.6815007,69.9855,12.21326475,208.8731354,573.0286,1710.215407,,
Northern America,2008,184.0711936,33.08264832,543.7119657,3422,303.1911484,54.49177538,895.5700892,108.5,168.0029098,69.13565799,12.42557629,204.2138358,556.398,1643.495891,,
Northern America,2009,180.6403872,33.46623967,528.2254279,3422,290.8411968,53.88253064,850.4726877,108.5,164.324319,68.28741597,12.65122969,199.6848549,539.769,1578.38297,,1.299882
Northern America,2010,179.849,34.18078856,520.7187695,3422,278.9011807,53.00592322,807.5056276,111.044,160.13815,67.41965799,12.81328823,195.2008704,526.1698387,1523.425267,,1.055073
Northern America,2011,179.647,34.76881255,515.0620388,3422,270.5611645,52.36430563,775.720079,111.044,161.057946,66.4819,12.86688182,190.6088215,516.6900645,1481.390939,,0.810264
Northern America,2012,179.445,35.36819983,509.5491085,3422,262.2211484,51.68318971,744.5989155,111.044,162.472353,65.6964,12.94861046,186.5504308,507.3625484,1440.698455,,0.90909
Northern America,2013,179.243,35.99003853,504.1568122,3422,253.8811323,50.97656105,714.0914977,111.044,162.717935,64.9109,13.03340042,182.5748979,498.0350323,1400.823208,,1.007916
Northern America,2014,179.041,36.63265331,498.8947359,3422,245.5411161,50.23889825,684.1961913,111.044,163.939021,64.1649,13.12844844,178.7944149,488.7470161,1361.885342,,1.2904655
Northern America,2015,178.839,37.3001654,493.738286,3422,237.2011,49.47265564,654.8642329,111.044,164.794775,63.4189,13.22717897,175.0867483,479.459,1323.689267,2.763,12.003015
Northern America,2016,179.449,37.38477997,490.756108,3422,237.2041,49.4169546,648.7044281,111.044,153.023882,63.3524,13.19826544,173.2557844,480.0055,1312.716321,2.763,12.0470075
Northern America,2017,180.059,37.46920208,487.781389,3422,237.2071,49.36138025,642.5960863,111.044,141.137881,63.2859,13.16941767,171.4420507,480.552,1301.819526,2.763,12.091
Northern America,2018,180.059,37.47689682,483.4093025,3422,237.1194333,49.35327052,636.6010023,111.044,129.8594,63.2749,13.16983266,169.8758478,480.4533333,1289.886153,2.763,12.07475
Northern America,2019,180.059,37.48459472,479.2638972,3422,237.0317667,49.34515747,630.9085814,111.044,117.2447,63.2639,13.17024782,168.3898237,480.3546667,1278.562302,2.763,12.0585
Northern America,2020,180.059,37.49131996,476.6815621,3422,236.9441,49.33575698,627.2770798,111.044,104.63,63.2654,13.17292306,167.4864889,480.2685,1271.445131,2.763,12.04225
Northern America,2021,180.059,37.47895102,475.4133847,3422,237.0581,49.34320927,625.9092503,111.044,104.8325,63.2669,13.16888934,167.0448635,480.427,1268.481032,2.763,12.026
Northern America,2022,180.059,37.48230582,473.239487,3422,237.0581,49.34762607,623.047188,111.044,105.035,63.2669,13.17006811,166.2810262,480.384,1262.567701,2.763,12.026
Oceania,2000,16.76208571,68.25457674,534.5618428,952.1,0.3247,1.322166074,10.35504968,,1.732857143,0.7974,3.246982531,25.4299865,24.55818571,783.1882759,,0.248
Oceania,2001,16.87357143,67.76049022,529.7666942,952.1,2.685366667,10.78383213,84.31041571,,1.865714286,5.342846667,21.45567765,167.745295,24.90178476,781.8224048,0.044,0.2518
Oceania,2002,16.38155714,66.56697985,506.0762189,952.1,2.845283333,11.56189956,87.89947246,,1.998571429,5.382293333,21.8711206,166.2754423,24.60913381,760.2511336,0.04575,0.2556
Oceania,2003,15.88954286,65.34474147,482.9899616,952.1,3.0052,12.3586952,91.34821849,,2.131428571,5.42174,22.29656333,164.8031046,24.31648286,739.1412847,0.0475,0.2594
Oceania,2004,15.39752857,64.09272523,460.6893807,952.1,3.165116667,13.17490348,94.69932984,,2.264285714,5.461186667,22.73237129,163.3970472,24.02383191,718.7857577,0.04925,0.2632
Oceania,2005,14.90551429,62.80982946,438.915076,952.1,3.325033333,14.01124259,97.91056051,,2.397142857,5.500633333,23.17892794,161.974344,23.73118095,698.7999805,0.051,0.267
Oceania,2006,13.8795,60.41854847,401.7909289,952.1,3.5197,15.32152924,101.890092,,13.27,5.57305,24.2599223,161.3315275,22.97225,665.0125485,0.068625,0.2688
Oceania,2007,12.74475,58.27570045,362.131019,952.1,3.65245,16.70092251,103.7811994,1.492,10.2335,5.47255,25.02337704,155.4977625,21.86975,621.4099809,0.08625,0.2706
Oceania,2008,11.61,55.90533171,323.4516036,952.1,3.7852,18.22677533,105.4546951,1.492,8.95,5.37205,25.86789296,149.6639265,20.76725,578.5702252,0.103875,0.2724
Oceania,2009,10.47525,53.26917454,286.230515,952.1,3.91795,19.92372138,107.0558551,1.492,9.2335,5.27155,26.80710408,144.0422397,19.66475,537.3286097,0.1215,0.2742
Oceania,2010,10.617,54.87388877,284.960327,952.1,3.9342,20.33388464,105.5939454,5.384,9.396,4.7968,24.79222659,128.7461332,19.348,519.3004056,0.139125,1.0387
Oceania,2011,10.608,55.96853347,279.9401359,952.1,4.0872,21.56434672,107.8592876,5.384,11.16733333,4.258307163,22.46711981,112.3747253,18.95350716,500.1741488,0.15675,1.0738
Oceania,2012,12.845,59.53370167,333.1671691,952.1,4.0492,18.76713622,105.0261192,5.384,12.93866667,4.681814326,21.69916211,121.4345524,21.57601433,559.6278406,0.174375,1.1089
Oceania,2013,16.228,64.28325452,413.5823839,952.1,3.8802,15.37046365,98.88971938,5.384,14.71,5.136321489,20.34628183,130.9028892,25.24452149,643.3749925,0.192,1.144
Oceania,2014,15.068,62.58507256,377.4314338,952.1,4.0242,16.71455064,100.8003435,5.384,12.449,4.983828651,20.70037681,124.8376423,24.07602865,603.0694196,0.226,2.186
Oceania,2015,12.658,55.74851923,311.6296349,952.1,4.1292,18.18587341,101.6575358,5.384,11.208,4.771335814,21.01397586,117.4663958,22.70553581,558.9917709,0.182,2.278
Oceania,2016,14.408,64.5280827,348.4319631,952.1,4.9212,22.04022769,119.0105064,5.384,12.96,4.608842977,20.64129656,111.456705,22.32826298,539.9694962,0.00016,1.8276895
Oceania,2017,15.348772,67.47554637,364.5987568,952.1,4.077245,17.92419185,96.85194738,5.384,13.789261,3.321145233,14.60026178,78.89135515,22.74716223,540.3420593,0.0001319,1.377379
Oceania,2018,15.88572688,68.39216831,370.9953718,952.1,4.307691769,18.54572867,100.6018624,5.384,14.45777815,3.033987757,13.06210304,70.85577037,23.2274064,542.4530045,0.000741598,1.237816
Oceania,2019,13.708,65.13155523,315.0667479,952.1,4.1012,19.48625141,94.26260188,5.384,12.15,3.237433928,15.38219337,74.40967168,21.04663393,483.7390215,0.0007586,1.376
Oceania,2020,11.678,61.6643785,264.9092433,952.1,4.3412,22.92322315,98.47782214,5.384,10.31,2.9188,15.41239835,66.21143169,18.938,429.5984971,0.0007436,1.186
Oceania,2021,14.098,64.63562799,316.366346,952.1,4.5512,20.8660569,102.1312608,5.384,12.53,3.1623,14.49831511,70.96363286,21.8115,489.4612396,0.0007436,1.386
Oceania,2022,14.448,65.24271845,320.6861263,952.1,4.4712,20.1905622,99.24223475,5.384,12.78,3.2258,14.56671935,71.59948132,22.145,491.5278423,0.0007436,1.486
Oceania (excluding Australia and New Zealand),2000,0.051,14.44350043,6.098554798,504.5,0.1247,35.31577457,14.91156438,,,0.1774,50.24072501,21.21340434,0.3531,42.22352351,,
Oceania (excluding Australia and New Zealand),2001,0.051,13.49634805,5.937306928,504.5,0.1352,35.77855404,15.73968425,,,0.19168,50.72509792,22.31496063,0.37788,43.99195181,,
Oceania (excluding Australia and New Zealand),2002,0.051,12.66577261,5.782792202,504.5,0.1457,36.18437391,16.5206436,,,0.20596,51.14985347,23.35340945,0.40266,45.65684526,,
Oceania (excluding Australia and New Zealand),2003,0.051,11.93149916,5.633959653,504.5,0.1562,36.54314056,17.25538231,,,0.22024,51.52536029,24.32986812,0.42744,47.21921008,,
Oceania (excluding Australia and New Zealand),2004,0.051,11.2776967,5.490830743,504.5,0.1667,36.86258901,17.9474801,,,0.23452,51.8597143,25.24920835,0.45222,48.68751919,,
Oceania (excluding Australia and New Zealand),2005,0.051,10.6918239,5.35353934,504.5,0.1772,37.14884696,18.60092492,,,0.2488,52.15932914,26.11687427,0.477,50.07133854,,
Oceania (excluding Australia and New Zealand),2006,0.051,10.6918239,5.221351519,504.5,0.1772,37.14884696,18.14163704,,,0.2488,52.15932914,25.47200506,0.477,48.83499362,,
Oceania (excluding Australia and New Zealand),2007,0.051,10.6918239,5.093918371,504.5,0.1772,37.14884696,17.69886932,,,0.2488,52.15932914,24.85033119,0.477,47.64311888,,
Oceania (excluding Australia and New Zealand),2008,0.051,10.6918239,4.971887389,504.5,0.1772,37.14884696,17.27487148,,,0.2488,52.15932914,24.25501142,0.477,46.50177028,,
Oceania (excluding Australia and New Zealand),2009,0.051,10.6918239,4.854398504,504.5,0.1772,37.14884696,16.86665519,,,0.2488,52.15932914,23.68184996,0.477,45.40290365,,
Oceania (excluding Australia and New Zealand),2010,0.051,10.6918239,4.737809616,504.5,0.1772,37.14884696,16.46156596,,,0.2488,52.15932914,23.11307907,0.477,44.31245464,,
Oceania (excluding Australia and New Zealand),2011,0.051,10.6918239,4.624868316,504.5,0.1772,37.14884696,16.06915031,,,0.2488,52.15932914,22.56210269,0.477,43.25612131,,
Oceania (excluding Australia and New Zealand),2012,0.051,10.6918239,4.51891338,504.5,0.1772,37.14884696,15.70100884,,,0.2488,52.15932914,22.0452088,0.477,42.26513103,,
Oceania (excluding Australia and New Zealand),2013,0.051,10.6918239,4.418060442,504.5,0.1772,37.14884696,15.35059432,,,0.2488,52.15932914,21.55320467,0.477,41.32185943,,
Oceania (excluding Australia and New Zealand),2014,0.051,10.6918239,4.322070526,504.5,0.1772,37.14884696,15.01707642,,,0.2488,52.15932914,21.08492445,0.477,40.42407139,,
Oceania (excluding Australia and New Zealand),2015,0.051,10.6918239,4.231417378,504.5,0.1772,37.14884696,14.70210116,,,0.2488,52.15932914,20.64267929,0.477,39.57619783,,
Oceania (excluding Australia and New Zealand),2016,0.051,10.6918239,4.145587169,504.5,0.1772,37.14884696,14.40388326,,,0.2488,52.15932914,20.2239625,0.477,38.77343293,,
Oceania (excluding Australia and New Zealand),2017,0.051,10.6918239,4.063771572,504.5,0.1772,37.14884696,14.11961417,,,0.2488,52.15932914,19.82483073,0.477,38.00821647,,
Oceania (excluding Australia and New Zealand),2018,0.051,10.6918239,3.986040417,504.5,0.1772,37.14884696,13.84953651,,,0.2488,52.15932914,19.44562463,0.477,37.28120155,,
Oceania (excluding Australia and New Zealand),2019,0.051,10.6918239,3.913406594,504.5,0.1772,37.14884696,13.59716958,,,0.2488,52.15932914,19.0912855,0.477,36.60186168,,
Oceania (excluding Australia and New Zealand),2020,0.051,10.6918239,3.844606725,504.5,0.1772,37.14884696,13.35812376,,,0.2488,52.15932914,18.75565006,0.477,35.95838055,,
Oceania (excluding Australia and New Zealand),2021,0.051,10.6918239,3.779416365,504.5,0.1772,37.14884696,13.13161921,,,0.2488,52.15932914,18.43762336,0.477,35.34865894,,
Oceania (excluding Australia and New Zealand),2022,0.051,10.6918239,3.718100611,504.5,0.1772,37.14884696,12.91857702,,,0.2488,52.15932914,18.13849866,0.477,34.7751763,,
Small Island Developing States,2000,11.87895397,53.20650384,213.3411254,875.105,5.491847648,24.59829491,98.63132397,0.05255,4.199882353,4.98011957,22.30623603,89.44089826,22.32613142,400.9681335,,0.2
Small Island Developing States,2001,11.87940384,52.40139761,210.2765248,875.105,5.634356805,24.85378688,99.73336918,0.05255,4.173346471,5.181043316,22.85416967,91.70929772,22.67001335,401.2803749,,0.2676
Small Island Developing States,2002,11.8798537,51.65049837,207.5086407,875.105,5.776617133,25.11522122,100.901745,0.37655,4.146810588,5.389172051,23.43071128,94.13413622,23.00046288,401.7553504,,0.3352
Small Island Developing States,2003,11.88030357,50.91969767,205.0645254,875.105,5.91887746,25.3686658,102.1650491,0.37675,4.120274706,5.597300786,23.99036878,96.61435185,23.33144954,402.7214119,,0.4028
Small Island Developing States,2004,12.92767349,52.17026326,220.5109588,875.105,6.064977083,24.47551382,103.4520181,1.52045,4.118738824,5.771236838,23.29011059,98.44160823,24.7797743,422.6755724,,0.4704
Small Island Developing States,2005,12.90709501,51.48592325,217.3849117,875.105,6.211676706,24.77814798,104.6188001,1.52045,4.26425454,5.92309789,23.62701779,99.7584748,25.06917269,422.2220328,,0.538
Small Island Developing States,2006,13.08445729,51.68651859,217.4535163,875.105,6.303208051,24.89907475,104.7544216,1.68745,4.852730256,5.897482871,23.29636999,98.01158425,25.31502923,420.7161214,,0.5976
Small Island Developing States,2007,12.97161199,51.40384498,212.5878693,875.105,6.366489396,25.22909521,104.3384906,2.55775,5.458105973,5.864151185,23.23843163,96.1058199,25.23471153,413.5641399,,0.6572
Small Island Developing States,2008,14.07279527,53.25259363,227.4026575,875.105,6.434679075,24.3493452,103.9781432,2.55775,5.591767403,5.883986166,22.26547877,95.07948247,26.4264974,427.0264452,,0.7168
Small Island Developing States,2009,14.4849866,53.91735737,230.9847081,875.105,6.504856253,24.21297782,103.7296315,2.90575,6.934429051,5.837896147,21.7303572,93.09395823,26.86516422,428.4050988,,0.7764
Small Island Developing States,2010,14.65932079,54.12335875,231.0686873,875.105,6.568719146,24.25222478,103.5399479,3.43355,8.431090698,5.837163271,21.55126328,92.00874134,27.08501676,426.9296892,,0.836
Small Island Developing States,2011,15.28987564,55.6713673,237.5824243,875.105,6.435462039,23.43190876,99.99771799,3.43355,8.721872346,5.717550394,20.81794879,88.84241543,27.4645233,426.7587375,,0.8954
Small Island Developing States,2012,15.97714716,57.18323792,245.3513347,875.105,6.301054932,22.55188111,96.76146948,3.43355,9.012653994,5.638404185,20.18021144,86.58554486,27.94026317,429.0616335,,0.9548
Small Island Developing States,2013,16.66534725,58.64990536,253.0680464,875.105,6.167549824,21.70529111,93.65600137,3.43355,9.303435641,5.565086547,19.58505841,84.50742484,28.41496018,431.4892664,,1.0142
Small Island Developing States,2014,17.02531981,59.60719704,255.8195035,875.105,6.035492717,21.13081033,90.68826711,3.43355,9.594217289,5.50990737,19.2906881,82.79091281,28.56252375,429.1755296,,1.0826
Small Island Developing States,2015,17.22258396,61.76209587,256.1518604,875.105,5.326213388,19.10039182,79.21688586,3.43355,9.759719105,5.34289486,19.16021343,79.46498976,27.88536192,414.7395854,,1.135
Small Island Developing States,2016,17.24549761,60.63136883,254.0210035,875.105,5.945015558,20.90136447,87.56829474,3.43355,9.521087587,5.28374485,18.57648239,77.8279757,28.44319359,418.9597042,,1.1392
Small Island Developing States,2017,17.23626238,61.04669196,251.8379372,875.105,5.675982654,20.10296415,82.93142281,3.43355,9.283056069,5.353383372,18.96039515,78.21794514,28.23455592,412.533307,,1.1392
Small Island Developing States,2018,17.20012314,61.38884922,249.0597034,875.105,5.407173749,19.29870916,78.29647958,3.43355,9.045024552,5.442101894,19.42337097,78.80224301,28.01831825,405.7083764,,1.1392
Small Island Developing States,2019,17.20137591,61.80013549,246.714342,875.105,5.143362845,18.47878463,73.76976045,3.43355,8.895326367,5.520230415,19.83277323,79.17506263,27.83388058,399.2132705,,1.1392
Small Island Developing States,2020,17.22866159,62.25615573,245.292633,875.105,4.876136319,17.62002814,69.42386734,3.43355,8.63400641,5.600208697,20.23647995,79.73282947,27.67382821,394.0054282,,1.1392
Small Island Developing States,2021,17.17393935,62.63100812,242.9127934,875.105,4.799657301,17.50369378,67.8876371,3.43355,8.630078442,5.47849689,19.97932893,77.48932589,27.42082535,387.8474907,,1.1392
Small Island Developing States,2022,17.1566872,62.82885889,240.5795542,875.105,4.713628835,17.26160287,66.09683504,3.43355,8.624026292,5.467969194,20.02404432,76.67456868,27.30701703,382.9124998,,1.1392
South-eastern Asia,2000,192.3597625,85.19113528,364.92319,3478.515,18.94543208,8.390439073,35.94113146,1.2737,2.5103,27.56271463,12.20680937,52.2888655,225.7978625,428.3581723,,
South-eastern Asia,2001,200.9630941,84.39019579,375.7307682,3478.515,23.27933509,9.775663809,43.52422266,1.2737,2.5103,27.98171842,11.75033011,52.31603643,238.1355941,445.2303548,,
South-eastern Asia,2002,209.5664258,83.66816112,386.394813,3478.515,27.6132381,11.02442267,50.91279261,1.4657,2.5103,28.4007222,11.33882106,52.36474165,250.4733258,461.8182207,,
South-eastern Asia,2003,218.1697574,83.01391865,396.8820904,3478.515,31.94714111,12.15593492,58.11643326,1.4657,2.5103,28.81972599,10.9659488,52.42721645,262.8110574,478.0910199,,
South-eastern Asia,2004,227.8440891,82.45636886,409.1154388,3478.515,36.27660663,13.12843914,65.13805076,1.4657,2.5103,29.39005478,10.63620833,52.7726008,276.3207891,496.1599019,,
South-eastern Asia,2005,239.6404207,82.02607336,424.7798102,3478.515,40.60667214,13.89918219,71.97823486,79.6467,5.7033,29.77040857,10.19005771,52.77018152,292.1515207,517.8594962,,
South-eastern Asia,2006,314.2897524,82.80521111,549.6980423,3478.515,39.9468526,10.52470702,69.86771445,126.2253,8.035411111,30.73200304,8.09689142,53.75078818,379.553108,663.8447447,,0.125
South-eastern Asia,2007,374.686084,84.05166217,646.1586538,3478.515,38.41706991,8.617930367,66.2515189,160.4153,74.72952222,32.72974136,7.342117259,56.44353106,445.7806953,768.7636832,0.754,0.275
South-eastern Asia,2008,381.7124156,84.24550648,649.1344764,3478.515,37.81740486,8.346457427,64.31171819,160.4153,75.14363333,33.62116205,7.420329308,57.17564985,453.0952826,770.5271218,0.754,0.285
South-eastern Asia,2009,388.5787473,84.75242648,652.0856797,3478.515,36.32573982,7.922961857,60.95931624,160.4153,75.87274444,33.64718273,7.338745107,56.46434905,458.4868698,769.4006022,0.7535,0.295
South-eastern Asia,2010,396.3950789,84.9680595,656.559184,3478.515,34.84007477,7.468038085,57.70649607,160.4153,76.60185556,35.35210341,7.577792424,58.55458203,466.5224571,772.7129322,0.753,0.305
South-eastern Asia,2011,403.4214106,85.17648223,659.5980603,3478.515,34.03340973,7.185652627,55.64496691,160.4153,77.01596667,36.24002409,7.651546713,59.25280357,473.6300444,774.3898821,0.753,0.305
