Area,Year,agricultural_water_withdrawal,agricultural_water_withdrawal_as_percent_of_total_water_withdrawal,agricultural_water_withdrawal_per_capita,environmental_flow_requirements,industrial_water_withdrawal,industrial_water_withdrawal_as_percent_of_total_water_withdrawal,industrial_water_withdrawal_per_capita,irrigation_water_requirement,irrigation_water_withdrawal,municipal_water_withdrawal,municipal_water_withdrawal_as_percent_of_total_withdrawal,municipal_water_withdrawal_per_capita,total_water_withdrawal,total_water_withdrawal_per_capita,water_withdrawal_for_aquaculture,water_withdrawal_for_livestock_watering_cleaning
Australia and New Zealand,2000,16.71108571,69.0395643,726.757111,447.6,0.2,0.826272637,8.697904175,,1.732857143,0.62,2.561445174,26.96350294,24.20508571,1052.66758,,0.248
Australia and New Zealand,2001,16.82257143,68.59662681,723.2032331,447.6,2.550166667,10.39869748,109.6317995,,1.865714286,5.151166667,21.00467571,221.4489267,24.52390476,1054.283959,0.044,0.2518
Australia and New Zealand,2002,16.33055714,67.46359371,693.42796,447.6,2.699583333,11.15231964,114.6296815,,1.998571429,5.176333333,21.38408665,219.7974161,24.20647381,1027.855058,0.04575,0.2556
Australia and New Zealand,2003,15.83854286,66.30044976,664.2001295,447.6,2.849,11.92596965,119.4747639,,2.131428571,5.2015,21.7735806,218.1284607,23.88904286,1001.803354,0.0475,0.2594
Australia and New Zealand,2004,15.34652857,65.10597847,635.872848,447.6,2.998416667,12.72045662,124.2373307,,2.264285714,5.226666667,22.17356491,216.5633357,23.57161191,976.6735144,0.04925,0.2632
Australia and New Zealand,2005,14.85451429,63.87889694,607.9569488,447.6,3.147833333,13.53663386,128.8326977,,2.397142857,5.251833333,22.58446919,214.9439899,23.25418095,951.7336365,0.051,0.267
Australia and New Zealand,2006,13.8285,61.47297763,558.1297019,447.6,3.3425,14.85869239,134.9060656,,13.27,5.32425,23.66832998,214.8911353,22.49525,907.9269028,0.068625,0.2688
Australia and New Zealand,2007,12.69375,59.33669117,504.0839987,447.6,3.47525,16.24498954,138.0063351,1.492,10.2335,5.22375,24.41831929,207.441362,21.39275,849.5316958,0.08625,0.2706
Australia and New Zealand,2008,11.559,56.9682483,450.8821105,447.6,3.608,17.7819396,140.7373177,1.492,8.95,5.12325,25.2498121,199.8427003,20.29025,791.4621285,0.103875,0.2724
Australia and New Zealand,2009,10.42425,54.32763091,399.5294986,447.6,3.74075,19.49551146,143.3714629,1.492,9.2335,5.02275,26.17685763,192.506587,19.18775,735.4075485,0.1215,0.2742
Australia and New Zealand,2010,10.566,55.99067352,398.8170616,447.6,3.757,19.90885486,141.809171,5.384,9.396,4.548,24.10047162,171.6657199,18.871,712.2919525,0.139125,1.0387
Australia and New Zealand,2011,10.557,57.13742271,392.9432499,447.6,3.91,21.16200841,145.534537,5.384,11.16733333,4.009507163,21.70056888,149.238304,18.47650716,687.7160909,0.15675,1.0738
Australia and New Zealand,2012,12.794,60.63790376,469.1891543,447.6,3.872,18.35156818,141.9962799,5.384,12.93866667,4.433014326,21.01052806,162.5701299,21.09901433,773.7555642,0.174375,1.1089
Australia and New Zealand,2013,16.177,65.31537686,584.1311952,447.6,3.703,14.95103174,133.710689,5.384,14.71,4.887521489,19.73359139,176.4822754,24.76752149,894.3241596,0.192,1.144
Australia and New Zealand,2014,15.017,63.63397503,533.9836671,447.6,3.847,16.30151841,136.793978,5.384,12.449,4.735028651,20.06450656,168.3710437,23.59902865,839.1486888,0.226,2.186
Australia and New Zealand,2015,12.607,56.7153865,441.3283736,447.6,3.952,17.77894879,138.3461357,5.384,11.208,4.522535814,20.34563073,158.3186623,22.22853581,778.1457569,0.182,2.278
Australia and New Zealand,2016,14.357,65.70329603,494.2384234,447.6,4.744,21.71041557,163.3117699,5.384,12.96,4.360042977,19.95327676,150.0940842,21.85126298,752.227747,0.00016,1.8276895
Australia and New Zealand,2017,15.297772,68.69178518,517.7298201,447.6,3.900045,17.51242294,131.9910897,5.384,13.789261,3.072345233,13.79579188,103.9788503,22.27016223,753.6997601,0.0001319,1.377379
Australia and New Zealand,2018,15.83472688,69.60195172,527.3925937,447.6,4.130491769,18.15568345,137.5704667,5.384,14.45777815,2.785187757,12.24236485,92.76367102,22.7504064,757.7267312,0.000741598,1.237816
Australia and New Zealand,2019,13.657,66.39398663,448.1213929,447.6,3.924,19.07666424,128.7565604,5.384,12.15,2.988633928,14.52934913,98.06478719,20.56963393,674.9427405,0.0007586,1.376
Australia and New Zealand,2020,11.627,62.98142029,377.2833561,447.6,4.164,22.55565787,135.1172181,5.384,10.31,2.67,14.46292184,86.63856203,18.461,599.0391362,0.0007436,1.186
Australia and New Zealand,2021,14.047,65.84171178,452.1355737,447.6,4.374,20.5020038,140.7874279,5.384,12.53,2.9135,13.65628442,93.7778169,21.3345,686.7008185,0.0007436,1.386
Australia and New Zealand,2022,14.397,66.44360347,459.4290953,447.6,4.294,19.81724202,137.0277513,5.384,12.78,2.977,13.73915451,95.00037624,21.668,691.4572228,0.0007436,1.486
Central Asia,2000,110.7704286,85.99027838,1971.680683,70.633,7.920957143,6.148981443,140.9906813,,,6.716,5.213581973,119.5428025,128.8173857,2292.911153,8.468,
Central Asia,2001,111.3858425,88.24397716,1960.30826,70.633,7.982939137,6.32437914,140.4938112,,,6.856085024,5.431643705,120.6620141,126.2248667,2221.464085,8.388333333,
Central Asia,2002,111.997685,88.0923791,1948.665437,70.633,7.913278275,6.224231417,137.6843804,,,7.225670048,5.683389483,125.7205761,127.1366333,2212.070393,8.308666667,
Central Asia,2003,111.9695275,87.94657011,1925.843871,70.633,7.813617412,6.137213104,134.3919863,,,7.532255072,5.916216791,129.5526344,127.3154,2189.788492,8.229,
Central Asia,2004,112.0726667,87.44027488,1904.987247,70.633,8.285366667,6.464330335,140.8328927,,26.25,7.8125,6.095394781,132.7952061,128.1705333,2178.615346,8.177333333,0.084
Central Asia,2005,112.3501971,87.61936203,1886.703877,70.633,7.782742769,6.069583977,130.6960853,25.438,26.25,8.092368443,6.311053994,135.8956486,128.2253083,2153.295611,8.097666667,0.084
Central Asia,2006,107.7116165,86.68115502,1786.562012,70.633,8.473618871,6.819163012,140.5479379,38.998,26.25,8.076625775,6.499681964,133.9631998,124.2618611,2061.07315,8.018,0.084
Central Asia,2007,108.1250803,86.51451213,1770.072526,70.633,9.00616164,7.206132736,147.436277,38.998,26.25,7.847883107,6.279355138,128.4745615,124.979125,2045.983364,7.938333333,0.084
Central Asia,2008,105.048544,86.25072551,1695.774104,70.633,9.044704408,7.426207801,146.0065501,38.998,26.25,7.701140439,6.323066694,124.3177109,121.7943889,1966.098365,7.858666667,0.084
Central Asia,2009,105.3720078,86.35517175,1675.257203,70.633,9.261247177,7.589839153,147.2399678,43.279,26.25,7.388397771,6.054989096,117.4644656,122.0216528,1939.961636,7.779,0.084
Central Asia,2010,105.7154716,85.6370745,1653.598036,70.633,10.08778995,8.17182959,157.7928887,49.727,26.25,7.642655103,6.191095914,119.5461674,123.4459167,1930.937092,7.699333333,0.084
Central Asia,2011,104.0589354,86.19060538,1601.105359,70.633,9.738332715,8.066128957,149.8390949,49.727,37.49,6.933912435,5.743265661,106.6888135,120.7311806,1857.633267,7.619666667,0.084
Central Asia,2012,102.8417992,86.12866561,1556.154059,70.633,9.893875484,8.285991686,149.7095016,49.727,37.57,6.669169767,5.585342704,100.9147612,119.4048444,1806.778322,7.54,0.084
Central Asia,2013,103.434663,86.36431676,1538.429731,70.633,10.08541825,8.420970606,150.0049098,49.727,37.88,6.245427099,5.214712638,92.89101403,119.7655083,1781.325655,7.460333333,0.084
Central Asia,2014,102.4775268,85.72930257,1497.368106,70.633,10.97196102,9.178778956,160.318706,49.727,84.79,6.086684431,5.091918469,88.93664224,119.5361722,1746.623454,7.942466667,0.084
Central Asia,2015,105.4415017,86.79880393,1512.898932,70.633,9.62250379,7.921186692,138.0658989,49.727,86.38,6.091052874,5.014117741,87.39582843,121.4780583,1742.995138,8.104,0.084
Central Asia,2016,105.4183655,85.5906843,1485.135907,70.633,10.61691323,8.620024264,149.5712724,49.727,87.63,6.140421317,4.985496219,86.50637052,123.1657,1735.160688,7.4054,0.084
Central Asia,2017,108.9767545,85.23451101,1507.613767,70.633,12.40007826,9.698532609,171.5460217,49.727,91.654,6.33636721,4.955893237,87.6590102,127.8552,1768.783265,5.825,0.084
Central Asia,2018,106.8727419,85.98383019,1451.862134,70.633,9.6757654,7.784579626,131.444905,49.727,96.2175,7.745492702,6.231590183,105.2222238,124.294,1688.529263,8.09,3.574
Central Asia,2019,96.4208,78.02165524,1285.572939,70.633,8.5917654,6.952273347,114.5535102,49.727,94.591,7.909746351,6.400398076,105.4601898,123.5821,1647.712978,8.661,4.04
Central Asia,2020,93.1976,77.72963569,1219.355528,70.633,9.0946654,7.58522782,118.9905161,49.727,91.818,8.7426,7.291594558,114.3842506,119.8997,1568.713808,8.811,3.674
Central Asia,2021,85.0036,82.2666977,1091.654948,70.633,10.5187654,10.18008759,135.0867763,49.727,83.683,7.8045,7.553214713,100.2289437,103.3268654,1326.970668,8.72,3.706
Central Asia,2022,85.8616,82.10460384,1082.174033,70.633,9.9477654,9.512486808,125.3786722,49.727,84.798,8.7665,8.382909351,110.490355,104.5758654,1318.04306,8.818,3.351
Central and Southern Asia,2000,956.1904286,91.66466709,623.0088442,1931.393,23.65072064,2.267263266,15.4097005,,9.32,63.23432222,6.06192336,41.20051909,1043.139586,679.6608377,8.468,
Central and Southern Asia,2001,971.5903425,91.82624403,621.2306419,1931.393,24.27295719,2.294068182,15.52002333,,9.32,65.68789447,6.208246792,42.00055421,1058.074794,676.5284244,8.388333333,
Central and Southern Asia,2002,986.986685,91.68356572,619.7053843,1931.393,24.76355089,2.30034577,15.5484426,,9.32,68.37096672,6.35114345,42.92849827,1076.514288,675.9176298,8.308666667,
Central and Southern Asia,2003,1001.743028,91.54852874,617.9399507,1931.393,25.2241446,2.305215273,15.55988536,,9.32,70.99103896,6.487816727,43.79186868,1094.220783,674.9862168,8.229,
Central and Southern Asia,2004,1016.630667,91.3740192,616.1828385,1931.393,26.25614841,2.359883375,15.91392881,,35.57,73.58477111,6.613745295,44.5999463,1112.603643,674.3523421,8.177333333,0.084
Central and Southern Asia,2005,1030.942697,91.31584106,614.3434747,1931.393,26.28877908,2.328530944,15.66560385,25.438,35.57,75.75312678,6.709839939,45.14163518,1128.985601,672.7676902,8.097666667,0.084
Central and Southern Asia,2006,1040.476616,91.14307599,609.9008137,1931.393,27.44540974,2.404147317,16.0877981,468.235,35.57,77.79333133,6.814495777,45.6004636,1141.586023,669.168565,8.018,0.084
Central and Southern Asia,2007,1055.06258,91.04258196,608.7928713,1931.393,28.44370708,2.454440695,16.41260568,468.3388,35.57,79.62053589,6.870549008,45.94269151,1158.867156,668.6902526,7.938333333,0.084
Central and Southern Asia,2008,1097.976544,90.85792935,624.0310108,1931.393,28.94800441,2.395457129,16.45249395,619.7988,35.57,81.52974044,6.74661352,46.33713408,1208.454289,686.8206388,7.858666667,0.084
Central and Southern Asia,2009,1111.260016,90.80839115,622.0076606,1931.393,29.86454718,2.440429281,16.71613921,624.0798,35.57000022,82.61699777,6.75118023,46.24336768,1223.741553,684.9671629,7.779,0.084
Central and Southern Asia,2010,1124.563488,90.67409117,619.9899212,1931.393,31.39108995,2.531078577,17.30641231,630.5278,35.57000043,84.2712551,6.794831552,46.46009708,1240.225817,683.7564217,7.699333333,0.084
Central and Southern Asia,2011,1122.90696,90.73914385,609.9964054,1931.393,31.04163272,2.508392305,16.86273668,641.4278,46.81000065,83.56251244,6.752465796,45.39363816,1237.511081,672.2527671,7.619666667,0.084
Central and Southern Asia,2012,1121.689831,90.7380419,600.7214128,1931.393,31.19717548,2.523666112,16.70765911,641.4278,46.89000087,83.29776977,6.738294591,44.61015206,1236.184744,662.0392067,7.54,0.084
Central and Southern Asia,2013,1122.282703,90.75952211,592.9278875,1931.393,31.38871825,2.538420186,16.58338523,641.4278,47.20000109,82.8740271,6.702060963,43.78426369,1236.545408,653.2955151,7.460333333,0.084
Central and Southern Asia,2014,1121.325575,90.69894021,584.752744,1931.393,32.27526102,2.610599485,16.83101489,641.4278,94.1100013,82.71528443,6.690464218,43.13465297,1236.316072,644.7183867,7.942466667,0.084
Central and Southern Asia,2015,1124.289558,90.79606963,579.0629527,1931.393,30.92580379,2.497525139,15.92826966,641.4278,95.70000152,82.71965287,6.680324751,42.6045818,1238.257958,637.7621356,8.104,0.084
Central and Southern Asia,2016,1124.26643,90.67062538,572.0154546,1931.393,31.92021323,2.574323682,16.24068352,641.4278,96.95000174,82.76902132,6.675213922,42.11204577,1239.9456,630.8718532,7.4054,0.084
Central and Southern Asia,2017,1127.824827,90.61489805,566.9088468,1931.393,33.70337826,2.707892318,16.94123311,641.4278,100.974002,82.96496721,6.665806485,41.70290701,1244.6351,625.6243277,5.825,0.084
Central and Southern Asia,2018,1125.720822,90.70538204,559.1841759,1931.393,30.9790654,2.496149939,15.38836523,641.4278,105.5375022,84.3740927,6.798474507,41.91150821,1241.0739,616.4840093,8.09,3.574
Central and Southern Asia,2019,1115.268889,89.91479009,547.5777929,1931.393,29.8950654,2.410188751,14.67796161,641.4278,103.9110024,84.53834635,6.815618856,41.5068703,1240.362,608.9963535,8.661,4.04
Central and Southern Asia,2020,1112.045778,89.9218988,539.8431836,1931.393,30.3979654,2.458030795,14.75670762,641.4278,101.1380057,85.3712,6.903259341,41.44349206,1236.6796,600.3467351,8.811,3.674
Central and Southern Asia,2021,1103.851868,90.47174391,530.4098177,1931.393,31.8220654,2.608137771,15.29076174,641.4278,93.00300893,84.4331,6.920140302,40.57079257,1220.106765,586.2712431,8.72,3.706
Central and Southern Asia,2022,1104.709868,90.44947422,525.5995387,1931.393,31.2510654,2.558719276,14.86865107,641.4278,94.11800893,85.3951,6.99182846,40.62933306,1221.355765,581.0973952,8.818,3.351
Eastern Asia,2000,458.4303846,67.90948482,304.3796995,1786.06,134.9409231,19.98944414,89.59545222,3.124,72.21314286,81.6896,12.10107104,54.23867339,675.0609077,448.2138251,8.2,
Eastern Asia,2001,453.8276538,67.25824207,299.3177957,1786.06,136.3941692,20.21391154,89.957502,3.124,71.95657143,84.53214,12.52784639,55.7523844,674.7539631,445.0276821,8.2,
Eastern Asia,2002,449.2249231,66.60640655,294.531935,1786.06,137.8474154,20.43858326,90.37892578,3.124,71.7,87.37468,12.9550102,57.28674489,674.4470185,442.1976056,8.2,
Eastern Asia,2003,444.6746923,65.94758056,289.9481964,1786.06,140.8986615,20.89600779,91.87235859,3.124,69.76,88.71172,13.15641165,57.84409065,674.2850738,439.6646456,8.2,
Eastern Asia,2004,440.2644615,65.29564534,285.5342769,1786.06,143.9499077,21.34921835,93.35896125,3.124,69.43,90.04876,13.35513631,58.40127882,674.2631292,437.294517,8.2,
Eastern Asia,2005,435.8542308,64.4652565,281.1264987,1786.06,147.0011538,21.74228542,94.81591956,3.124,69.1,91.3858,13.51646634,58.94395,676.1071846,436.0899405,8.2,
Eastern Asia,2006,443.924,64.33610504,284.7562537,1786.06,152.901,22.15932186,98.07876112,302.266,68.864,93.18257778,13.50457311,59.77221723,690.0075778,442.6072321,8.2,0.13
Eastern Asia,2007,437.3,63.29434345,279.0099005,1786.06,158.8996667,22.99897113,101.3825296,302.266,68.64566667,94.69935556,13.70668542,60.42089588,690.8990222,440.8133259,8.2,0.124333333
Eastern Asia,2008,443.671,63.57415875,281.5292761,1786.06,157.7213333,22.60008223,100.0813053,302.266,68.62733333,96.48713333,13.82575902,61.22544139,697.8794667,442.8360228,8.2,0.118666667
Eastern Asia,2009,449.542,63.82276914,283.5873243,1786.06,156.543,22.22485941,98.75297637,302.266,68.609,98.27491111,13.95237145,61.99536214,704.3599111,444.3356628,8.2,0.113
Eastern Asia,2010,446.0557833,62.99053373,279.7012349,1786.06,162.0597619,22.88554768,101.6202843,302.266,68.52955,100.0159103,14.12391859,62.71541513,708.1314556,444.0369343,8.2,0.109983333
Eastern Asia,2011,451.4695667,62.93986874,281.4598905,1786.06,163.4765238,22.79044195,101.9162484,302.266,68.4501,102.3569095,14.26968931,63.81241766,717.303,447.1885566,8.2,0.106966667
Eastern Asia,2012,464.98335,64.51162206,288.0975414,1786.06,159.5932857,22.14191483,98.88189164,302.266,68.37065,96.19790873,13.34646312,59.6029535,720.7745444,446.5823865,8.2,0.10395
Eastern Asia,2013,469.0971333,64.69804758,288.8302898,1786.06,157.7100476,21.75142724,97.10449185,302.266,68.2912,98.24890794,13.55052519,60.49335742,725.0560889,446.4281391,8.2,0.100933333
Eastern Asia,2014,463.7109167,64.74441498,283.8453784,1786.06,152.6268095,21.31011615,93.425479,302.266,68.21175,99.87990714,13.94546888,61.13819844,716.2176333,438.4090559,8.2,0.097916667
Eastern Asia,2015,461.9247,64.68633078,281.2408678,1786.06,150.4435714,21.06759527,91.5969217,302.266,68.1323,101.7311286,14.24607395,61.93856029,714.0994,434.7763498,8.2,0.0949
Eastern Asia,2016,453.4209,62.98193055,274.6473513,1786.06,147.7612,20.52460669,89.50231939,302.266,68.00235,118.7401,16.49346277,71.92357909,719.9222,436.0732498,8.2,0.5248
Eastern Asia,2017,453.1609,62.95281105,273.047117,1786.06,144.4612,20.06845389,87.04350747,302.266,67.9161,122.2201,16.97873506,73.64237724,719.8422,433.7330017,8.2,0.5248
Eastern Asia,2018,445.6309,62.16496232,267.3922243,1786.06,142.5212,19.88153207,85.51709649,302.266,67.7161,128.7001,17.95350562,77.22401208,716.8522,430.1333328,8.2,0.5248
Eastern Asia,2019,444.3509,61.99764707,265.8801538,1786.06,137.8212,19.22937506,82.46618124,302.266,67.5161,134.5501,18.77297787,80.508898,716.7222,428.8552331,8.2,0.5248
Eastern Asia,2020,437.2609,62.71741135,261.253068,1786.06,121.8012,17.47024709,72.77334237,302.266,67.4161,138.1301,19.81234156,82.52947475,697.1922,416.5558851,8.2,0.5248
Eastern Asia,2021,437.0609,62.70671322,261.1730097,1786.06,121.8012,17.47526013,72.78433278,302.266,67.2161,138.1301,19.81802666,82.54193855,696.9922,416.499281,8.2,0.5248
Eastern Asia,2022,437.0609,62.70671322,261.4883947,1786.06,121.8012,17.47526013,72.87222504,302.266,67.2161,138.1301,19.81802666,82.64161381,696.9922,417.0022336,8.2,0.5248
Eastern and South-Eastern Asia,2000,650.7901471,72.24108469,320.0758124,5264.575,153.8863552,17.08218427,75.68538085,4.3977,74.72344286,109.2523146,12.12757407,53.73317883,900.8587702,443.0661773,8.2,
Eastern and South-Eastern Asia,2001,654.790748,71.72726896,319.2441112,5264.575,159.6735043,17.49099911,77.84903212,4.3977,74.46687143,112.5138584,12.32502415,54.85628323,912.8895572,445.0805333,8.2,
Eastern and South-Eastern Asia,2002,658.7913489,71.22682001,318.6292239,5264.575,165.4606535,17.88917873,80.0262476,4.5897,74.2103,115.7754022,12.51733762,55.99561471,924.9203442,447.3444467,8.2,
Eastern and South-Eastern Asia,2003,662.8444497,70.73387965,318.1636734,5264.575,172.8458027,18.44483153,82.96555177,4.5897,72.2703,117.531446,12.54209062,56.4147993,937.0961313,449.8037927,8.2,
Eastern and South-Eastern Asia,2004,668.1085506,70.28401572,318.3264222,5264.575,180.2265143,18.95955853,85.87056915,4.5897,71.9403,119.4388148,12.56478386,56.90771439,950.5839183,452.9143916,8.2,
Eastern and South-Eastern Asia,2005,675.4946515,69.7638604,319.4527723,5264.575,187.607826,19.37579543,88.72289363,82.7707,74.8033,121.1562086,12.51279311,57.29680705,968.2587053,457.9058132,8.2,
Eastern and South-Eastern Asia,2006,758.2137524,70.89020403,355.8500833,5264.575,192.8478526,18.03056668,90.50867807,428.4913,76.89941111,123.9145808,11.58555868,58.15644173,1069.560686,501.9735635,8.2,0.255
Eastern and South-Eastern Asia,2007,811.986084,71.43490567,378.1613321,5264.575,197.3167366,17.35904438,91.89512162,462.6813,143.3751889,127.4290969,11.21064227,59.34677698,1136.679717,529.3789199,8.954,0.399333333
Eastern and South-Eastern Asia,2008,825.3834156,71.71168752,381.4218136,5264.575,195.5387382,16.98896855,90.36132632,462.6813,143.7709667,130.1082954,11.3041833,60.12495654,1150.974749,531.8823567,8.954,0.403666667
Eastern and South-Eastern Asia,2009,838.1207473,72.07490798,384.2653116,5264.575,192.8687398,16.58591166,88.42731391,462.6813,144.4817444,131.9220938,11.34475289,60.48422577,1162.846781,533.1471415,8.9535,0.408
